Podcast Name,Episode Title,Date,Episode Description,Guess of Sponsorship,Matched Keyword
法客電台 BY 法律白話文運動,政治歸政治 #46｜「一中同表」可以保證兩岸永遠和平嗎？,"Mon, 13 Sep 2021 22:00:00 GMT",📌 本集節目由「SÉCHIÚ 乾洗手清潔露」贊助播出  【SÉCHIÚ 清潔與香氛兼具的乾洗手】  在這個團圓的日子，SÉCHIÚ 推出改變以往中秋送禮的新選擇。 以全新香味的乾洗手綠茶調「THE TEAHOUSE– 茶屋」和超高人氣的雪松柑橘調「THEPLATEAU – 高原」乾洗手以及「THEMOONY – 月影」冷製手工皂的組合推出限定中秋禮盒。 疫情讓我們了解團圓的不易，也讓我們更珍惜彼此和現在的生活，讓我們將這份裝載著期待和希望的禮盒，送給身邊最愛的人吧。 上法白的專屬購買連結，還有 9 折的優惠！ 現在來選購：https://plainlaw.me/store/product-tag/sechiu/ 這次參選國民黨主席候選人的張亞中，主張兩岸應簽署《創造和平備忘錄》，共同主張分治不分裂，對岸要同意分治，我方則允諾不分裂。避免分離主義為兩岸帶來戰爭，共創和平局勢。  《創造和平備忘錄》第 2 條説，雙方基於各自所屬黨章及所屬憲法，堅決反對分離主義；認識到兩岸同屬整個中國、整個中國的主權為兩岸人民所共有及共享；共同承諾不分裂整個中國的主權，並共同維護其主權及領土完整。  簡言之就是「一中同表」，但是這個「一中」是哪個中國？是中華民國還是中華人民共和國？  每個臺灣人的「我國」都是「中華民國」嗎？像張鈞甯在論文提到「我國」就被認為是台獨。  「一中同表」真的是為兩岸帶來和平的方式嗎？  進來聽這集  【重要精彩重點】 ✓ 國民黨主席初選政見 ✓《創造兩岸和平備忘錄》說什麼？ ✓ 兩岸條例怎麼規定？ ✓ 張鈞甯説「我國」就是台獨嗎？ ✓ 歷次「一中」系列各別是什麼意思？ ✓ 台獨的種類，哪種最獨？,sponsored,贊助播出
法客電台 BY 法律白話文運動,預見大未來 #02｜Uber 來了以後，法律跟得上嗎？,"Thu, 16 Sep 2021 22:00:00 GMT",📌 本集節目由「財團法人大肚山產業創新基金會」委託製作播出  「財團法人大肚山產業創新基金會」由林佳龍、施茂林及張光瑤國策顧問、柯承恩教授等人組成，是由一群關心中部產業創新發展、橫跨各專業領域人士所創立的。宗旨是以帶動中台灣區域產業創新，協助中小企業提升附加價值、促進產官學研共學帶動區域經濟成長為其目標。  除了集結業界知名人士辦理課程、各大論壇，也與 DIGITIMES 合作出刊「大肚山產創報」，以建構中台灣產業跨域交流環境為理念，並整合國際產業科技趨勢，提供中台灣產業在地商業調查、研究情報。  🗣來賓：交通部林佳龍前部長、台灣大車隊林村田董事長  Uber在2013年進入台灣，帶給台灣消費者全新體驗，方便的叫車服務、相對低廉的價格，受到了大家的歡迎。然而，Uber 來台之初的商業模式，帶來許多問題——包括自身的問題、法規框架的問題。  這幾年以來，新聞上三不五時報導 Uber 又有什麼新的爭議、政府打算如何出手整治 Uber、計程車業者如何抗議政府縱容 Uber。Uber、計程車業者、交通部形同三方僵局。  在 2019 年，前交通部長林佳龍任內，通過了許多爭議、俗稱「Uber 條款」的《汽車運輸業管理規則》第 103 之 1，但之後，Uber 卻也在台灣落地，並接受交通部管理。傳統計程車業也順勢轉型，包括網路叫車、預測費率等等。  讓「Uber 更像計程車、讓計程車更像 Uber」，成為近兩年台灣馬路上的新風景。  從交通部的角度，林佳龍前部長如何面對新舊服務的拉扯，解決危機，讓 Uber 合法、並協助計程車數位轉型？  作為傳統計程車業的代表，台灣大車隊林村田董事長面對變局，如何在市場殺出生路，讓車隊轉身成為資訊科技業？  現在進來聽這集！  【重要精彩重點】 ✓ 計程車數位轉型的契機是什麼？ ✓ 傳統計程車業者面臨的挑戰？ ✓ 運管規則103-1與配套措施？ ✓ 台灣大車隊的在地優勢、線下管理？ ✓ 最新計程車產業數據分析  ———— 【FACEBOOK】精彩預告_線上看 ➽https://reurl.cc/Nr7mNp  【YOUTUBE】精彩預告_線上看 ➽https://youtu.be/tTvNg3oXvyQ  ■ 網路平台： ➤LINE TV【預見大未來-法律風險系列】 ➽https://reurl.cc/qgEY4E  ➤LINETODAY【中台灣生活網】 ➽https://reurl.cc/5or4xM  ■ 有線電視： 【中台灣生活網】 📺CH20-大屯、佳光、中投、佳聯、北港 📺CH130-大揚、新永安 ———— 【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,本集節目由
法客電台 BY 法律白話文運動,YO智事務所 #9｜中古車買賣，那些合約以外你沒看到的細節 ft.徐海莉 Hailey,"Mon, 20 Sep 2021 22:00:00 GMT",📌 本集節目由「宏竣來令汽車零件」贊助播出  【宏竣來令汽車零件 跑得快也得煞得住】  汽車工業隨著科技與日俱進，引擎速度也隨之直線上升。 追求速度的你，有注意過你的煞車嗎？  英國 Trestor Metallic Plus 煞車片在 FMP 集團以通過 ISO/TS16949 標準認證製程下所生產。並通過英國 BS AU 142 和美國 SAE J661A 的安全標準，該標準測試了在任何的操作下的摩擦係數、穩定性、黏合特性、耐腐蝕性和材料壓縮性。  採用先進的摩擦技術，即使在苛刻的條件下，也能維持其高制動能力，並具有穩定的踏板回饋和耐高溫的制動功率。  不知道你的煞車片安不安全、壽命是否到了？  現在立刻致電：02-25113695 Line：youngmomo0905，將有專人為你提供諮詢服務  🗣 來賓：徐海莉 Hailey  海莉的 YouTube 頻道 👉 https://is.gd/7a5CjP  進來聽這集  【重要精彩重點】 ✓ 為什麼推薦購買二手車呢？ ✓ 買賣二手車一定要知道的流程報給你 ✓ 如果購買過程有糾紛，要找誰處理？  ————  🎵 音樂介紹 🎵  片頭/片尾曲：夏日午睡 by SoulFa 靈魂沙發  🔸 街聲：https://bit.ly/2Uz1rM0  🔸 YT：https://bit.ly/3ACu8Is  🔸 KKbox：https://kkbox.fm/ya5Iu6  🔸 Apple Music：https://apple.co/3qQxliS  🔸 Spotify：https://spoti.fi/2Us4zJl  **關於夏日午睡 **(Yo智事務所才放)  夏日午睡 生活在快步調的城市裡 要慢下來通常是個奢侈的想法 除了假日去看看電影 或是離開喧囂 到大自然走走 不小心睡了個午覺 意外的很有幫助 雖然睡醒後常常伴隨著時間流逝的罪惡感 但回想起來 那段午睡時光是如此的愜意 完全在自己的掌握之中 不急不徐 現實中使人焦慮的事情也變得不那麼壓迫 彷彿到了另一個時間軸似的 享受著感受到的一切 這感覺 你們懂的  關於 SoulFa 靈魂沙發  沙發，是經歷一天的疲累後，所能夠躲回屬於自己最舒服的那個角落。就算只是到沙發上躺躺、發呆，片刻間疲勞都會散去。我們的創作由生活出發，無論發生過的以及發生中的，把最真實的感受放在音樂裡分享給大家，相信這會是聽者們最實際能親身感受到的。這是我們的生活，也許這也是你們的生活。  一張給靈魂休息的沙發，在生活中有個屬於「心」的角落，不僅是我們對音樂上的期許，更希望用輕鬆的氛圍、自由的旋律、療癒的聲響，讓我們的音樂無論在開心或是難過時，都陪伴在你們身旁。  ———— ※ 喜歡法客電台的話，別忘了給我們五星好評！※  【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,贊助播出
法客電台 BY 法律白話文運動,法客話題 EP108｜體罰退出校園很難，不適任教師退出校園更難 ft. 人本教育基金會,"Thu, 23 Sep 2021 08:27:30 GMT",🗣 來賓：人本教育基金會校安主任張萍  —  📌 本集節目由「W&amp;K PROFESSIONAL 洗護髮品」贊助播出  【W&amp;K 沙龍級洗護組 給你遲來的禮物】  貴智試用後表示：洗髮護組和沐浴乳都超讚，味道像是高級飯店的沐浴用品，非常留香！  「遲來的禮物」洗髮精+護髮素套組，不僅適合所有髮質 如果你是油性頭皮、有染燙後髮質受損，更適合  洗髮精有添加保養品等級成份，像是：仿生六胜肽、鎖水磁石、白茫花籽油、胺基酸、蠶絲蛋白、小麥蛋白、金盞花萃取、蘆薈萃取、維他命B5  看不懂沒關係，總之洗完之後頭髮清爽不負擔，恰到好處地清潔頭髮、頭皮，但是又不會破壞頭皮正常油脂分泌，保持頭髮乾淨、柔順、輕盈蓬鬆！  「許願精靈」潔膚露，溫和清潔，泡沫綿密豐富可以加速水分滲透進入角質層，提供深層保濕作用，促進肌膚新陳代謝，展現肌膚自然光澤，防止皮膚粗糙，給予肌膚滋潤嫩滑並持久留香。  沐浴套組兩件 9 折、三件 85 折  快來買香香沐浴套組：https://www.winking.tw/onsale/1000M0F/15254  —  體罰是台灣人的集體校園回憶，有些人支持體罰，認為小孩子不打不成材，然而人本教育基金會卻認為，體罰不僅傳遞了「有權力的人就可以使用暴力」的錯誤觀念，甚至會讓我們的下一代在內心認同暴力，無形之中為暴力辯護，像是即使到了現在，還是有許多家長會感謝老師幫忙自己「管教」小孩。  除了體罰以外，人本教育基金會還告訴我們，校園中充斥著如要求學童賞自己耳光、要學童吃朝天椒等明顯不當的教學行為，然而現在教師法下的教師懲戒制度，因為「師師相護」過於嚴重，甚至當發生教師性侵害學生的事件，學校都不願解聘教師。  到底現在的校園有那些需要改革之處？進來聽這集  人本新書：不適任 - 兒童不應因走入校園而失去人權 https://readmoo.com/book/210185191000101  【重要精彩重點】 ✓ 人本基金會的成立宗旨 ✓ 體罰為何應該退出校園？ ✓ 不適任教師以及各種師師相護的故事 ✓ 不能打罵的教育，是唱高調還是真的能做到？,sponsored,贊助播出
法客電台 BY 法律白話文運動,綠島人權藝術季 #03｜他們是誰？為何被「困」在綠島？,"Sun, 26 Sep 2021 22:00:00 GMT",📌 本集節目由「2021 綠島人權藝術季」贊助播出  2021 綠島人權藝術季以「假如綠島是一面鏡子」作為綠島與過往、當代人權議題的提問，由藝術家高俊宏擔任策展人，以「監禁」與「離散」為主題，邀請了政治受難者的後代、新住民導演、劇場工作者、錄像與視覺藝術創作者、文學創作者、聲音工作者，共 19 組國內外藝術家實際到綠島參與創作，展出 22 件人權議題的藝術作品，從白色恐怖的監禁與記憶作為展覽的出發。  **法客電台於七月至九月推出三集節目，邀請創作者、導演等藝術家，以藝術觀點分享藝術作品故事，及其對臺灣人權歷史的認識**  《2021 綠島人權藝術季》假如綠島是一面鏡子  指導單位｜文化部 主辦單位｜國家人權博物館 協辦單位｜國立臺北藝術大學 執行單位｜均勻製作 展覽期間｜2021 5/17-9/15 展出地點｜白色恐怖綠島紀念園區 ———— 更多線上活動資訊請關注：https://www.facebook.com/GIHRAF/ 「2021 綠島人權藝術季」官網：https://greenislandartfest.nhrm.gov.tw/ ————  🗣來賓：藝術家 《如願已償》陳品蓉／《拂塵詩》 徐銘謙、吳緯婷  「以前都會在路上遇到逃犯啊」「他們會要衣服」一位綠島當地人説  這是藝術家陳品蓉蒐集到的其中一段故事，她也觀察到綠島當地人的一些無奈，因此以「為何在綠島」開啟提問，想知道綠島人為何留在綠島、又為何不離開綠島？  透過綠島的物件，例如海邊的石頭結合綠島的歷史，蒐集到十段音景、一首歌、十段口白、十段故事，她似乎對於問題也有了答案。  另外，徐銘謙、吳緯婷的作品《拂塵詩》，於詩文工作坊邀請陳欽生、林擎天及郭金華等政治受難者前輩，以及政治受難者後代一起進行口述訪談、詩文創作。  詩文作品裝置於警衛碉堡，並於展間裝置監獄中清掃出的灰塵、島上的石塊與鹽分。而這些灰塵、石頭及鹽分，對於這些政治受難者前輩們都有各自的意義。  並且兩位藝術家的共通特色為藉由綠島的石頭、聲音及文字故事，呈現出綠島當地人的記憶，以及白色恐怖歷史的概念。  而這些乘載過去歷史與記憶的物件、文字故事，是否真的能夠讓未曾親身經歷過當時年代的參與者有所共感？  現在進來聽這集！  【重要精彩重點】 ✓ 監獄的粉塵、綠島的物件呈現什麼概念？ ✓ 如何與政治受難者前輩進行詩文工作坊？ ✓ 政治受難者前輩的口述訪談、詩文共筆 ✓ 綠島人的故事：阿寮的聲音  ———— 【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,贊助播出
法客電台 BY 法律白話文運動,政治歸政治 #47｜是男的就該聽的一集 Ft.烏烏醫師,"Tue, 28 Sep 2021 22:00:00 GMT",📌 本集節目由「全國法規資料庫競賽活動」贊助播出  【學生線上闖關 老師教案投稿 豐富獎項等你拿】  由法務部及教育部主辦的競賽活動，有「學生線上闖關」以及「老師教案投稿」 學生分為國中組及高中組線上法規問答，符合資格即可參加 Switch 抽獎，得名還有萬元獎金！老師們的創意教案，只要將檔案準備齊全並線上投稿即可！ 而且由校園、老師帶隊團報還有機會抽萬元獎金，老師先幫學生報名上傳註冊資料，學生直接登入活動網站即可開始線上法規問答。 參加方式是不是超簡單呢？ 教案線上投稿期間為 8/20 至 10/5 學生網路初賽為 8/20 至 10/25，老師學生揪團來參加！ 「全國法規資料庫競賽活動」不只是獎項獎金的爭取 更希望讓師生熟悉「全國法規資料庫」如何使用，以及暸解常用的法規與案例 這麼有意義的活動，還不來參加嗎？  點擊報名連結暸解更多：https://compete.law.moj.gov.tw/ 創意教案範本：https://law.moj.gov.tw/Digital/ 全國法規資料庫：https://law.moj.gov.tw/Index.aspx   繼上次我們邀請烏烏醫師來節目上分享「法律要把子宮還給媽媽了嗎？」，這一次我們往更深入的議題探討，現行法律是把女性當成男性的附庸？同性戀為什麼不應該借卵或借精生小孩？  聽得懂這集就該去看《無框身體》，了解女性，了解自己。 購書連結：https://bit.ly/3un2ah8  🗣 來賓：婦產科醫生 烏恩慈醫師（烏烏醫師）  進來聽這集  【重要精彩重點】 ✓ 人工生殖法為何應該要修法？ ✓ 代理孕母其實是為異性戀設置的？ ✓ 你的孩子其實不是你的孩子？ ,sponsored,贊助播出
法客電台 BY 法律白話文運動,預見大未來 #03｜企業經營要注意什麼法律眉角？,"Thu, 30 Sep 2021 22:00:00 GMT",📌 本集節目由「財團法人大肚山產業創新基金會」委託製作播出  「財團法人大肚山產業創新基金會」由林佳龍、施茂林及張光瑤國策顧問、柯承恩教授等人組成，是由一群關心中部產業創新發展、橫跨各專業領域人士所創立的。宗旨是以帶動中台灣區域產業創新，協助中小企業提升附加價值、促進產官學研共學帶動區域經濟成長為其目標。  除了集結業界知名人士辦理課程、各大論壇，也與 DIGITIMES 合作出刊「大肚山產創報」，以建構中台灣產業跨域交流環境為理念，並整合國際產業科技趨勢，提供中台灣產業在地商業調查、研究情報。  🗣來賓：大肚山產創基金會 施茂林董事長、前法務部長／現任法務部政務次長 蔡碧仲次長／聯華電子榮譽副董事長 宣明智董事長  我們常常看到，某某大企業決定併購其他公司，來壯大自己的事業版圖。就像投資風險有賺有賠，併購雖然是企業快速成長的方法，但其中伴隨的風險也不小。  因此，這之中的關鍵，就是「風險管理」。  法律界的前輩、大肚山產業創新基金會的施茂林董事長，在法律圈數十年的經歷，告訴我們，在企業經營的過程中，會需要注意什麼法律風險。聯電的宣明智榮譽副董事長，從科技大廠的國際併購經驗來分享，企業風險管理的誠信原則，以及內部揭弊制度的重要性。  法務部的蔡碧仲政務次長則是告訴大家，政府在其中扮演的角色，像是與民間企業合作、推廣風險管理的重要性，希望能藉此提升台灣企業的經營實力，降低風險管理不當所造成的傷害。  企業在經營、成長的時候，會遇到什麼問題，又有什麼雷區是要避免和預防的呢？  現在進來聽這集！  【重要精彩重點】 ✓ 什麼是企業經營的法律風險？ ✓ 談企業併購經驗 ✓ 如何落實反貪腐？ ✓ 揭弊者保護的重要性 ✓ 營業秘密是什麼？  ———— 【FACEBOOK】精彩預告_線上看 ➽https://reurl.cc/Nr7mNp  【YOUTUBE】精彩預告_線上看 ➽https://youtu.be/tTvNg3oXvyQ  ■ 網路平台： ➤LINE TV【預見大未來-法律風險系列】 ➽https://reurl.cc/qgEY4E  ➤LINETODAY【中台灣生活網】 ➽https://reurl.cc/5or4xM  ■ 有線電視： 【中台灣生活網】 📺CH20-大屯、佳光、中投、佳聯、北港 📺CH130-大揚、新永安 ———— 【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,本集節目由
法客電台 BY 法律白話文運動,政治歸政治 #47｜是女的就該聽的一集 ft.烏烏醫師,"Sat, 02 Oct 2021 12:00:00 GMT",📌 本集節目由「全國法規資料庫競賽活動」贊助播出  【學生線上闖關 老師教案投稿 豐富獎項等你拿】  由法務部及教育部主辦的競賽活動，有「學生線上闖關」以及「老師教案投稿」 學生分為國中組及高中組線上法規問答，符合資格即可參加 Switch 抽獎，得名還有萬元獎金！老師們的創意教案，只要將檔案準備齊全並線上投稿即可！ 而且由校園、老師帶隊團報還有機會抽萬元獎金，老師先幫學生報名上傳註冊資料，學生直接登入活動網站即可開始線上法規問答。 參加方式是不是超簡單呢？ 教案線上投稿期間為 8/20 至 10/5 學生網路初賽為 8/20 至 10/25，老師學生揪團來參加！ 「全國法規資料庫競賽活動」不只是獎項獎金的爭取 更希望讓師生熟悉「全國法規資料庫」如何使用，以及暸解常用的法規與案例 這麼有意義的活動，還不來參加嗎？  點擊報名連結暸解更多：https://compete.law.moj.gov.tw/ 創意教案範本：https://law.moj.gov.tw/Digital/ 全國法規資料庫：https://law.moj.gov.tw/Index.aspx   繼上次我們邀請烏烏醫師來節目上分享「法律要把子宮還給媽媽了嗎？」，這一次我們往更深入的議題探討，現行法律是把女性當成男性的附庸？同性戀為什麼不應該借卵或借精生小孩？  聽得懂這集就該去看《無框身體》，了解女性，了解自己。 購書連結：https://bit.ly/3un2ah8  🗣 來賓：婦產科醫生 烏恩慈醫師（烏烏醫師）  進來聽這集  【重要精彩重點】 ✓ 人工生殖法為何應該要修法？ ✓ 代理孕母其實是為異性戀設置的？ ✓ 你的孩子其實不是你的孩子？,sponsored,贊助播出
法客電台 BY 法律白話文運動,YO智事務所 #10｜假如你「忘」了，就把地契過戶給別人？,"Mon, 04 Oct 2021 22:00:00 GMT",📌 本集節目由「衛生福利部」贊助播出  國民年金GiveMe5～是你最可靠的朋友 趕快點擊了解更多：https://www.bli.gov.tw/0000031.html 以上資訊由衛生福利部提供  進來聽這集  【重要精彩重點】 ✓ 失智症引發的各種法律問題？ https://www.twreporter.org/a/dementia-financial-crisis-trust ✓ 一不小心就被「失智症」？ https://www.mirrormedia.mg/story/20200217fin001/ ✓ 為什麼監護宣告或輔助宣告非常重要？   ————  🎵 音樂介紹 🎵  片頭/片尾曲：夏日午睡 by SoulFa 靈魂沙發  🔸 街聲：https://bit.ly/2Uz1rM0  🔸 YT：https://bit.ly/3ACu8Is  🔸 KKbox：https://kkbox.fm/ya5Iu6  🔸 Apple Music：https://apple.co/3qQxliS  🔸 Spotify：https://spoti.fi/2Us4zJl  **關於夏日午睡 **(Yo智事務所才放)  夏日午睡 生活在快步調的城市裡 要慢下來通常是個奢侈的想法 除了假日去看看電影 或是離開喧囂 到大自然走走 不小心睡了個午覺 意外的很有幫助 雖然睡醒後常常伴隨著時間流逝的罪惡感 但回想起來 那段午睡時光是如此的愜意 完全在自己的掌握之中 不急不徐 現實中使人焦慮的事情也變得不那麼壓迫 彷彿到了另一個時間軸似的 享受著感受到的一切 這感覺 你們懂的  關於 SoulFa 靈魂沙發  沙發，是經歷一天的疲累後，所能夠躲回屬於自己最舒服的那個角落。就算只是到沙發上躺躺、發呆，片刻間疲勞都會散去。我們的創作由生活出發，無論發生過的以及發生中的，把最真實的感受放在音樂裡分享給大家，相信這會是聽者們最實際能親身感受到的。這是我們的生活，也許這也是你們的生活。  一張給靈魂休息的沙發，在生活中有個屬於「心」的角落，不僅是我們對音樂上的期許，更希望用輕鬆的氛圍、自由的旋律、療癒的聲響，讓我們的音樂無論在開心或是難過時，都陪伴在你們身旁。  ———— ※ 喜歡法客電台的話，別忘了給我們五星好評！※  【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O  ,sponsored,贊助播出
法客電台 BY 法律白話文運動,中小企業法律通 #05｜開公司怎麼繳稅，才能省荷包？,"Wed, 06 Oct 2021 21:00:12 GMT",📌 本集節目由「經濟部中小企業處」委託製作播出  🗣來賓：中小企業榮譽律師 黃書瑜律師  中小企業在營運過程中，最頭痛的事情，莫過於「稅」的問題。 公司有對外銷售貨物或勞務收取價款時，就會面臨開立發票、營業稅及所得稅相關課稅規定，此時，中小企業需要知道哪些稅務相關的法律常識？ 例如，所得稅、營業稅課稅方式為何？稅率多高？使用統一發票的加值型營業人，購買勞務或貨物所取得的發票，都可以拿來扣抵稅額嗎？ 如果公司都虧損，還需要辦理營利事業所得稅結算申報嗎？還有實務上有哪些可以讓中小企業節稅的租稅優惠工具？ 現在進來聽這集！  【重要精彩重點】 ✓ 所得稅、營業稅課稅方式為何？稅率多高？ ✓ 境外電商該如何報稅？ ✓ 哪種發票可以扣抵稅額？ ✓ 實務上中小企業有哪些節稅優惠工具？ ✓ 中小企業發展條例有哪些租稅優惠？ ✓ 公司欠稅，對股東個人財產有影響嗎？  經濟部中小企業處馬上辦服務中心：0800-056-476  中小企業法律諮詢服務網：https://law.moeasmea.gov.tw/ailt/ 經濟部中小企業處 Facebook 粉絲專頁：https://www.facebook.com/smea.gov.tw/ 中小企業法律新訊Facebook 粉絲專頁：https://www.facebook.com/smbslaw ———— 【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,本集節目由
法客電台 BY 法律白話文運動,休庭時間＃1｜回覆留言：烏烏醫師、人本基金會,"Sat, 09 Oct 2021 16:18:48 GMT",進來聽這集：  最近這兩集，大家吵得不可開交，為了回覆聽眾留言，我們還重新上了一個單集？ 為什麼要上兩集烏烏醫師，對於人本基金會這集大家有很多看法，聽了就知道！  ※ 喜歡法客電台的話，別忘了給我們五星好評！※  【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,not_sponsored,no keyword found
法客電台 BY 法律白話文運動,政治歸政治 #48｜禁止電子煙真的有用嗎？ ft. 書磊,"Wed, 13 Oct 2021 00:28:45 GMT",🗣 來賓：書磊  衛生福利部國民健康署公佈了大幅修正的《菸害防制法》草案，將常見新型菸品「電子煙」列入規範，明文禁止製造、輸入、販賣、供應、使用、展示及廣告，意思就是全面禁止電子煙。  全面禁「煙」的作法，也讓人想到 20 世紀初的美國禁酒令：不僅沒有消滅酒，反而造成私酒、假酒、烈酒猖獗，進而造成其他危害。  然而 WHO 推出的全球菸草流行報告中指出，電子煙具有成癮性且對人體有害，並提出六大有效管制措施。各國面對電子煙的態度也十分不同，像是英國訂定每項電子煙與煙油的安全質量標準的最低標準，確保菸商提供的資訊能讓消費者做出明確決定，而美國則要求電子煙上市前須經審查。  你認識電子煙嗎？你對電子煙有什麼想法？歡迎留言告訴我們。  進來聽這集  【重要精彩重點】  ✓ 傳統菸品與新型菸品（電子煙與加熱菸）的差別 ✓ 美國禁酒令經驗回顧 ✓ 現行法律如何管制電子煙 ✓ 修法草案利弊分析 ✓ 其他國家怎麼做？  ——— ※ 喜歡法客電台的話，別忘了給我們五星好評！※  【法客電台&amp;法白社群】  法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O  法白官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE  ,not_sponsored,no keyword found
法客電台 BY 法律白話文運動,預見大未來 #04｜更智慧的運輸科技！法規跟得上嗎？,"Thu, 14 Oct 2021 22:00:51 GMT",📌 本集節目由「財團法人大肚山產業創新基金會」委託製作播出  「財團法人大肚山產業創新基金會」由林佳龍、施茂林及張光瑤國策顧問、柯承恩教授等人組成，是由一群關心中部產業創新發展、橫跨各專業領域人士所創立的。宗旨是以帶動中台灣區域產業創新，協助中小企業提升附加價值、促進產官學研共學帶動區域經濟成長為其目標。  除了集結業界知名人士辦理課程、各大論壇，也與 DIGITIMES 合作出刊「大肚山產創報」，以建構中台灣產業跨域交流環境為理念，並整合國際產業科技趨勢，提供中台灣產業在地商業調查、研究情報。  🗣來賓：大肚山產創基金會 施茂林董事長、前法務部長／台灣世曦工程顧問股份有限公司施義芳董事長  從產業的角度來說，除了致力於技術的發展之外，也要注意智慧財產的佈局。我們一般人對智慧財產權會發生的法律問題，可能是盜用、抄襲等侵權爭議。  但對於科技產業來說，他們面臨的智財問題，跟我們一般人的認知有點不太一樣。像是各種類型的授權條款、併購時取得的專利，不能只從法律思考，還要一併考量產業發展的整體佈局，才能回應法律規範，以及產業發展的需求。  另外，在趨勢科技的發展之下，應該如何預防法律風險，也成為一項重要的課題，像是自駕車即將成為主流的交通工具。許多人也開始思考，在科技轉型的時候，法律要如何因應。  例如自駕車撞到人，法律責任要如何歸屬？是車子的錯呢，還是軟體供應商呢，或是要找車上的乘客算帳？  因此，本集邀請到台灣世曦工程施義芳董事長，以及前法務部長大肚山產創基金會施茂林董事長，分別從法律、以及產業的角度，來和大家聊聊傳統產業的智財佈局，以及新趨勢科技和新世代智財的智財思維。  現在進來聽這集！  【重要精彩重點】 ✓ 台灣趨勢科技發展現況 ✓ 科技產業遇到的智財權問題有哪些？ ✓ 自駕車肇事的法律責任及案例 ✓ 當代企業應該如何保障智慧財產？   ———— 【FACEBOOK】精彩預告_線上看 ➽https://reurl.cc/Nr7mNp  【YOUTUBE】精彩預告_線上看 ➽https://youtu.be/tTvNg3oXvyQ  ■ 網路平台： ➤LINE TV【預見大未來-法律風險系列】  ➽https://reurl.cc/qgEY4E  ➤LINETODAY【中台灣生活網】 ➽https://reurl.cc/5or4xM  ■ 有線電視： 【中台灣生活網】 📺CH20-大屯、佳光、中投、佳聯、北港 📺CH130-大揚、新永安 ———— 【法客電台&amp;法白社群】 官網 👉 https://plainlaw.me Facebook 👉 https://bit.ly/38cpMeL Instagram 👉 https://reurl.cc/qMQyE 法客電台 Telegram 👉 t.me/plmradio 法客電台 Facebook社團 👉 https://bit.ly/2IIwf6O,sponsored,本集節目由
